HOG	OG	Gene Tree Parent Clade	collinsella_aerofaciens	collinsella_intestinalis	collinsella_provencensis	senegalimassilia_anaerobia	senegalimassilia_faecalis
N0.HOG0001066	OG0001009	n0				WP_148514787.1, WP_042436941.1	WP_129423167.1, WP_129423804.1
N0.HOG0001067	OG0001010	n0				WP_042436993.1, WP_162096549.1	WP_129423832.1, WP_269089563.1
N0.HOG0001068	OG0001011	n0				WP_042437038.1, WP_081468846.1	WP_129424709.1, WP_129423402.1
N0.HOG0001069	OG0001012	n0				WP_052297728.1, WP_162096567.1	WP_129423773.1, WP_161566645.1
N0.HOG0001070	OG0001013	n0				WP_052297847.1	WP_161566671.1, WP_129424255.1, WP_129423139.1
N0.HOG0001071	OG0001014	n0				WP_081469061.1	WP_161566665.1, WP_129424531.1, WP_161566694.1
N0.HOG0001072	OG0001015	n0				WP_148514800.1	WP_118351051.1, WP_129423029.1, WP_129425213.1
N0.HOG0001073	OG0001016	n0				WP_202898170.1	WP_129426035.1, WP_236648259.1, WP_129423360.1
N0.HOG0001074	OG0001017	n0					WP_129423357.1, WP_129423034.1, WP_129423364.1, WP_129423363.1
N0.HOG0001075	OG0001018	-	WP_006234438.1	WP_193221221.1	WP_199824868.1		
N0.HOG0001076	OG0001019	-	WP_055252229.1, WP_006234575.1			WP_042436481.1	
N0.HOG0001077	OG0001020	-	WP_006235019.1			WP_042435666.1	WP_129424612.1
N0.HOG0001078	OG0001021	-	WP_006235554.1	WP_006721124.1	WP_102337341.1		
N0.HOG0001079	OG0001022	-	WP_006236119.1	WP_006722737.1	WP_102337397.1		
N0.HOG0001080	OG0001023	-	WP_022094483.1	WP_152063307.1	WP_102337632.1		
N0.HOG0001081	OG0001024	-	WP_022094575.1	WP_039910275.1	WP_102337373.1		
N0.HOG0001082	OG0001025	-	WP_022094612.1	WP_006723254.1	WP_102337943.1		
N0.HOG0001083	OG0001026	-	WP_022094714.1	WP_118271272.1	WP_102337548.1		
N0.HOG0001084	OG0001027	-	WP_022094981.1			WP_052297898.1, WP_052297902.1	
N0.HOG0001085	OG0001028	-	WP_035137063.1			WP_042434458.1	WP_129424440.1
N0.HOG0001086	OG0001029	-	WP_035137086.1	WP_039910719.1	WP_102338480.1		
N0.HOG0001087	OG0001030	-	WP_050766086.1	WP_006723585.1		WP_202898164.1	
N0.HOG0001088	OG0001031	-	WP_055250441.1	WP_152063025.1	WP_102337374.1		
N0.HOG0001089	OG0001032	-	WP_055250999.1			WP_042432833.1	WP_129423217.1
N0.HOG0001090	OG0001033	-	WP_055251210.1	WP_152063592.1	WP_102337940.1		
N0.HOG0001091	OG0001034	-	WP_055251737.1	WP_152063497.1	WP_102338151.1		
N0.HOG0001092	OG0001035	-	WP_055251966.1	WP_152063825.1	WP_102337914.1		
N0.HOG0001093	OG0001036	-	WP_055252061.1	WP_118271641.1	WP_102337239.1		
N0.HOG0001094	OG0001037	-	WP_055252221.1			WP_042432998.1	WP_129425834.1
N0.HOG0001095	OG0001038	-	WP_055252227.1			WP_042432745.1	WP_129423251.1
N0.HOG0001096	OG0001039	-	WP_055252290.1	WP_006722823.1	WP_102337340.1		
N0.HOG0001097	OG0001040	-	WP_055252439.1	WP_006723751.1	WP_102338314.1		
N0.HOG0001098	OG0001041	-	WP_055287259.1	WP_152062975.1	WP_102337325.1		
N0.HOG0001099	OG0001042	-	WP_055309641.1	WP_118271846.1	WP_102338296.1		
N0.HOG0001100	OG0001043	-	WP_055310425.1	WP_152063786.1	WP_102337950.1		
N0.HOG0001101	OG0001044	-	WP_070097113.1	WP_039910730.1	WP_102338421.1		
N0.HOG0001102	OG0001045	-	WP_082435553.1	WP_152063762.1	WP_199824891.1		
N0.HOG0001103	OG0001046	-	WP_089572030.1	WP_152062990.1	WP_102337332.1		
N0.HOG0001104	OG0001047	-	WP_089572116.1	WP_226803193.1	WP_234346187.1		
N0.HOG0001105	OG0001048	-	WP_089572403.1	WP_006723252.1	WP_102337941.1		
N0.HOG0001106	OG0001049	-	WP_089572422.1	WP_039910744.1	WP_102337959.1		
N0.HOG0001107	OG0001050	-	WP_089572509.1	WP_118271559.1	WP_102337655.1		
N0.HOG0001108	OG0001051	-	WP_089572525.1	WP_006723116.1	WP_234346362.1		
N0.HOG0001109	OG0001052	-	WP_089572580.1	WP_152062748.1	WP_102338063.1		
N0.HOG0001110	OG0001053	-	WP_089573081.1			WP_042435020.1	WP_129423961.1
N0.HOG0001111	OG0001054	-	WP_089573275.1	WP_152063500.1, WP_118272035.1			
N0.HOG0001112	OG0001055	-	WP_089573307.1	WP_152063726.1	WP_102338474.1		
N0.HOG0001113	OG0001056	-	WP_089573603.1	WP_226803171.1	WP_102337231.1		
N0.HOG0001114	OG0001057	-	WP_089573627.1, WP_241154609.1	WP_152062843.1			
N0.HOG0001115	OG0001058	-	WP_089573632.1			WP_042432068.1	WP_129423723.1
N0.HOG0001116	OG0001059	-	WP_099431890.1	WP_152062979.1	WP_102337327.1		
N0.HOG0001117	OG0001060	-	WP_099432046.1, WP_124786605.1, WP_124786078.1				
N0.HOG0001118	OG0001061	-	WP_099432064.1			WP_042433896.1	WP_201738591.1
N0.HOG0001119	OG0001062	-	WP_117563508.1	WP_152063730.1	WP_102338451.1		
N0.HOG0001120	OG0001063	-	WP_117563509.1	WP_152063732.1	WP_102338450.1		
N0.HOG0001121	OG0001064	-	WP_117563516.1	WP_152063749.1	WP_102338423.1		
N0.HOG0001122	OG0001065	-	WP_117563734.1	WP_152063557.1	WP_102338213.1		
N0.HOG0001123	OG0001066	-	WP_117563868.1	WP_152062846.1	WP_102338438.1		
N0.HOG0001124	OG0001067	-	WP_117564079.1	WP_152063054.1	WP_102337392.1		
N0.HOG0001125	OG0001068	-	WP_117564109.1	WP_152062996.1	WP_199824818.1		
N0.HOG0001126	OG0001069	-	WP_117564424.1	WP_152062909.1	WP_102337681.1		
N0.HOG0001127	OG0001070	-	WP_117564474.1	WP_152063372.1	WP_234346125.1		
N0.HOG0001128	OG0001071	-	WP_117564903.1			WP_042436916.1	WP_129423822.1
N0.HOG0001129	OG0001072	-	WP_117583614.1			WP_042435715.1	WP_129424654.1
N0.HOG0001130	OG0001073	-	WP_117583713.1	WP_006723817.1	WP_102338233.1		
N0.HOG0001131	OG0001074	-	WP_117583756.1	WP_152063822.1	WP_102337909.1		
N0.HOG0001132	OG0001075	-	WP_117583829.1	WP_152063580.1	WP_234346244.1		
N0.HOG0001133	OG0001076	-	WP_117629294.1	WP_152063069.1	WP_102337414.1		
N0.HOG0001134	OG0001077	-	WP_117629310.1	WP_118103440.1	WP_102337535.1		
N0.HOG0001135	OG0001078	-	WP_117629416.1			WP_042432364.1	WP_129423586.1
N0.HOG0001136	OG0001079	-	WP_117629752.1, WP_124786572.1		WP_159060036.1		
N0.HOG0001137	OG0001080	-	WP_117630036.1	WP_226803170.1	WP_102338612.1		
N0.HOG0001138	OG0001081	-	WP_117634813.1	WP_152062883.1	WP_102337756.1		
N0.HOG0001139	OG0001082	-	WP_117637022.1	WP_152063829.1	WP_102338334.1		
N0.HOG0001140	OG0001083	-	WP_117637170.1		WP_102338230.1		WP_129425566.1
N0.HOG0001141	OG0001084	-	WP_117640236.1	WP_152063824.1	WP_102337913.1		
N0.HOG0001142	OG0001085	-	WP_117645937.1	WP_226803155.1	WP_102338035.1		
N0.HOG0001143	OG0001086	-	WP_117646257.1			WP_052297811.1	WP_161566622.1
N0.HOG0001144	OG0001087	-	WP_117647773.1	WP_006723557.1	WP_102338053.1		
N0.HOG0001145	OG0001088	-	WP_117648252.1			WP_042436825.1	WP_129423904.1
N0.HOG0001146	OG0001089	-	WP_117655043.1	WP_152062848.1	WP_102338440.1		
N0.HOG0001147	OG0001090	-	WP_117655044.1	WP_006723089.1	WP_102338441.1		
N0.HOG0001148	OG0001091	-	WP_117655936.1			WP_081469004.1	WP_129424795.1
N0.HOG0001149	OG0001092	-	WP_117736467.1			WP_042435985.1	WP_129424875.1
N0.HOG0001150	OG0001093	-	WP_117736575.1			WP_202898078.1	WP_129422993.1
N0.HOG0001151	OG0001094	-	WP_117745772.1			WP_042436822.1	WP_269089565.1
N0.HOG0001152	OG0001095	-	WP_117757471.1	WP_006722270.1	WP_199824817.1		
N0.HOG0001153	OG0001096	-	WP_117758359.1	WP_152063834.1	WP_102338313.1		
N0.HOG0001154	OG0001097	-	WP_117758387.1	WP_118271829.1	WP_102337912.1		
N0.HOG0001155	OG0001098	-	WP_117758557.1	WP_152062953.1	WP_102337291.1		
N0.HOG0001156	OG0001099	-	WP_117759418.1			WP_042432814.1	WP_129423223.1
N0.HOG0001157	OG0001100	-	WP_117759752.1	WP_152062840.1	WP_102337996.1		
N0.HOG0001158	OG0001101	-	WP_117765683.1			WP_042433129.1	WP_106629377.1
N0.HOG0001159	OG0001102	-	WP_117766202.1	WP_152062786.1	WP_102338258.1		
N0.HOG0001160	OG0001103	-	WP_117766270.1		WP_102338229.1		WP_129425564.1
N0.HOG0001161	OG0001104	-	WP_117770240.1			WP_042432983.1	WP_129423165.1
N0.HOG0001162	OG0001105	-	WP_117772852.1			WP_052297787.1	WP_201738596.1
N0.HOG0001163	OG0001106	-	WP_117772910.1	WP_152063591.1	WP_102337945.1		
N0.HOG0001164	OG0001107	-	WP_117772961.1, WP_124786263.1	WP_226803191.1			
N0.HOG0001165	OG0001108	-	WP_117772967.1	WP_152062995.1	WP_234346206.1		
N0.HOG0001166	OG0001109	-	WP_117772973.1	WP_226803204.1	WP_234346133.1		
N0.HOG0001167	OG0001110	-	WP_117773343.1			WP_042432527.1	WP_129425182.1
N0.HOG0001168	OG0001111	-	WP_117773365.1	WP_152062875.1	WP_234346202.1		
N0.HOG0001169	OG0001112	-	WP_117773379.1			WP_042433021.1	WP_161566636.1
N0.HOG0001170	OG0001113	-	WP_117773489.1	WP_152063688.1	WP_102337792.1		
N0.HOG0001171	OG0001114	-	WP_117773499.1	WP_006722666.1	WP_102337451.1		
N0.HOG0001172	OG0001115	-	WP_117773513.1	WP_152063163.1	WP_234346161.1		
N0.HOG0001173	OG0001116	-	WP_117773677.1			WP_081468933.1	WP_129422854.1
N0.HOG0001174	OG0001117	-	WP_117773678.1			WP_042434258.1	WP_129422855.1
N0.HOG0001175	OG0001118	-	WP_117773679.1			WP_042434255.1	WP_129422856.1
N0.HOG0001176	OG0001119	-	WP_117773681.1			WP_081468994.1	WP_236648295.1
N0.HOG0001177	OG0001120	-	WP_117773693.1		WP_102338228.1		WP_129425562.1
N0.HOG0001178	OG0001121	-	WP_117773810.1	WP_152063035.1	WP_102337378.1		
N0.HOG0001179	OG0001122	-	WP_117773845.1	WP_193221173.1	WP_102337539.1		
N0.HOG0001180	OG0001123	-	WP_117774044.1			WP_042436828.1	WP_129423900.1
N0.HOG0001181	OG0001124	-	WP_117774376.1	WP_006723126.1	WP_102337799.1		
N0.HOG0001182	OG0001125	-	WP_117774378.1	WP_118271728.1	WP_102337801.1		
N0.HOG0001183	OG0001126	-	WP_117776642.1	WP_118271854.1	WP_234346319.1		
N0.HOG0001184	OG0001127	-	WP_117778699.1			WP_202898035.1	WP_201738632.1
N0.HOG0001185	OG0001128	-	WP_117790364.1	WP_152063248.1	WP_102337534.1		
N0.HOG0001186	OG0001129	-	WP_117790460.1		WP_102338328.1, WP_102337372.1		
N0.HOG0001187	OG0001130	-	WP_117797767.1	WP_152063058.1	WP_102337398.1		
N0.HOG0001188	OG0001131	-	WP_117798206.1			WP_081468901.1	WP_129423048.1
N0.HOG0001189	OG0001132	-	WP_117800350.1			WP_042433355.1	WP_129423047.1
N0.HOG0001190	OG0001133	-	WP_117800724.1	WP_006722407.1, WP_152063297.1			
N0.HOG0001191	OG0001134	-	WP_117803239.1	WP_152063051.1	WP_102337391.1		
N0.HOG0001192	OG0001135	-	WP_117806474.1			WP_042436970.1	WP_129423781.1
N0.HOG0001193	OG0001136	-	WP_117820255.1	WP_152063245.1	WP_102337527.1		
N0.HOG0001194	OG0001137	-	WP_117839918.1			WP_042435621.1	WP_129425079.1
N0.HOG0001195	OG0001138	-	WP_117839950.1			WP_042432029.1	WP_129423757.1
N0.HOG0001196	OG0001139	-	WP_117840014.1			WP_081469073.1	WP_129423902.1
N0.HOG0001197	OG0001140	-	WP_117840021.1	WP_152063773.1	WP_102338341.1		
N0.HOG0001198	OG0001141	-	WP_117840157.1			WP_042434450.1	WP_129424452.1
N0.HOG0001199	OG0001142	-	WP_117840334.1	WP_226803356.1	WP_102338374.1		
N0.HOG0001200	OG0001143	-	WP_164473327.1, WP_117840351.1, WP_124786377.1				
N0.HOG0001201	OG0001144	-	WP_117840577.1			WP_042435975.1	WP_236648290.1
N0.HOG0001202	OG0001145	-	WP_117840679.1			WP_052297778.1	WP_075844146.1
N0.HOG0001203	OG0001146	-	WP_117843439.1, WP_124785827.1				WP_236648252.1
N0.HOG0001204	OG0001147	-	WP_118094091.1	WP_152063322.1	WP_102338464.1		
N0.HOG0001205	OG0001148	-	WP_118094505.1			WP_042432736.1	WP_129423255.1
N0.HOG0001206	OG0001149	-	WP_118206253.1	WP_006723775.1	WP_102337998.1		
N0.HOG0001207	OG0001150	-	WP_118227279.1	WP_006722242.1	WP_234346120.1		
N0.HOG0001208	OG0001151	-	WP_118237071.1			WP_042434907.1	WP_129424046.1
N0.HOG0001209	OG0001152	-	WP_118258627.1	WP_006723308.1	WP_102337995.1		
N0.HOG0001210	OG0001153	-	WP_118270739.1			WP_042432127.1	WP_129423410.1
N0.HOG0001211	OG0001154	-	WP_118334445.1			WP_042435708.1	WP_129424648.1
N0.HOG0001212	OG0001155	-	WP_118334448.1			WP_042434628.1	WP_129425157.1
N0.HOG0001213	OG0001156	-	WP_118335107.1	WP_152063377.1	WP_234346119.1		
N0.HOG0001214	OG0001157	-	WP_118376769.1	WP_152062885.1			WP_129424813.1
N0.HOG0001215	OG0001158	-	WP_118388206.1	WP_152062820.1	WP_102337704.1		
N0.HOG0001216	OG0001159	-	WP_118450645.1	WP_152063547.1	WP_102338031.1		
N0.HOG0001217	OG0001160	-	WP_124785705.1	WP_118272208.1	WP_102338144.1		
N0.HOG0001218	OG0001161	-	WP_124785717.1	WP_226803305.1	WP_102338103.1		
N0.HOG0001219	OG0001162	-	WP_124785738.1			WP_042435819.1	WP_129424421.1
N0.HOG0001220	OG0001163	-	WP_124785740.1			WP_042435811.1	WP_129424415.1
N0.HOG0001221	OG0001164	-	WP_124785741.1			WP_042435827.1	WP_129424777.1
N0.HOG0001222	OG0001165	-	WP_124785742.1			WP_042435825.1	WP_129424775.1
N0.HOG0001223	OG0001166	-	WP_124785743.1			WP_042435814.1	WP_129424417.1
N0.HOG0001224	OG0001167	-	WP_124785753.1			WP_042432026.1	WP_129423759.1
N0.HOG0001225	OG0001168	-	WP_124785754.1			WP_042432070.1	WP_129423721.1
N0.HOG0001226	OG0001169	-	WP_124785759.1	WP_152063649.1	WP_102338455.1		
N0.HOG0001227	OG0001170	-	WP_124785785.1	WP_152063515.1	WP_102338201.1		
N0.HOG0001228	OG0001171	-	WP_124785807.1	WP_152063606.1	WP_102337920.1		
N0.HOG0001229	OG0001172	-	WP_124785838.1	WP_152063583.1	WP_234346243.1		
N0.HOG0001230	OG0001173	-	WP_124785843.1	WP_152063813.1	WP_159060051.1		
N0.HOG0001231	OG0001174	-	WP_124785886.1	WP_152062781.1, WP_226803307.1			
N0.HOG0001232	OG0001175	-	WP_124785944.1	WP_226803340.1	WP_102338367.1		
N0.HOG0001233	OG0001176	-	WP_124785948.1			WP_148514749.1	WP_129423041.1
N0.HOG0001234	OG0001177	-	WP_124785949.1			WP_042433762.1	WP_129423042.1
N0.HOG0001235	OG0001178	-	WP_124785953.1	WP_152063678.1	WP_102337803.1		
N0.HOG0001236	OG0001179	-	WP_124785955.1	WP_152063679.1	WP_102337802.1		
N0.HOG0001237	OG0001180	-	WP_124785960.1	WP_152063651.1	WP_102338361.1		
N0.HOG0001238	OG0001181	-	WP_124785985.1	WP_152062853.1	WP_102338445.1		
N0.HOG0001239	OG0001182	-	WP_124785991.1			WP_042432476.1	WP_129423386.1
N0.HOG0001240	OG0001183	-	WP_124785992.1			WP_042433888.1	WP_236648225.1
N0.HOG0001241	OG0001184	-	WP_124786005.1			WP_042432610.1	WP_129423326.1
N0.HOG0001242	OG0001185	-	WP_124786020.1	WP_193221137.1	WP_102337754.1		
N0.HOG0001243	OG0001186	-	WP_124786021.1			WP_042432042.1	WP_129423745.1
N0.HOG0001244	OG0001187	-	WP_124786022.1			WP_081468877.1	WP_129423288.1
N0.HOG0001245	OG0001188	-	WP_124786023.1			WP_042432690.1	WP_129423287.1
N0.HOG0001246	OG0001189	-	WP_124786028.1	WP_152062906.1	WP_102337684.1		
N0.HOG0001247	OG0001190	-	WP_124786037.1			WP_052297915.1	WP_129425654.1
N0.HOG0001248	OG0001191	-	WP_124786040.1	WP_152063391.1	WP_102337260.1		
N0.HOG0001249	OG0001192	-	WP_124786052.1			WP_042433899.1	WP_129422989.1
N0.HOG0001250	OG0001193	-	WP_124786053.1	WP_152063382.1	WP_102337269.1		
N0.HOG0001251	OG0001194	-	WP_124786064.1			WP_042434283.1	WP_129422843.1
N0.HOG0001252	OG0001195	-	WP_124786065.1	WP_226803194.1	WP_102337650.1		
N0.HOG0001253	OG0001196	-	WP_124786068.1	WP_152063369.1	WP_102337283.1		
N0.HOG0001254	OG0001197	-	WP_124786071.1	WP_226803266.1	WP_102337309.1		
N0.HOG0001255	OG0001198	-	WP_124786076.1	WP_152062895.1	WP_102337241.1		
N0.HOG0001256	OG0001199	-	WP_124786077.1	WP_152062899.1	WP_102338542.1		
N0.HOG0001257	OG0001200	-	WP_124786088.1			WP_042435569.1	WP_129424849.1
N0.HOG0001258	OG0001201	-	WP_124786096.1	WP_152062988.1	WP_102337331.1		
N0.HOG0001259	OG0001202	-	WP_124786098.1	WP_152062993.1	WP_102337335.1		
N0.HOG0001260	OG0001203	-	WP_124786121.1			WP_042435706.1	WP_161566632.1
N0.HOG0001261	OG0001204	-	WP_124786122.1	WP_226803158.1	WP_234346256.1		
N0.HOG0001262	OG0001205	-	WP_124786124.1	WP_152063196.1	WP_102337503.1		
N0.HOG0001263	OG0001206	-	WP_124786128.1	WP_152063191.1	WP_102337496.1		
N0.HOG0001264	OG0001207	-	WP_124786160.1	WP_006722658.1	WP_102337458.1		
N0.HOG0001265	OG0001208	-	WP_164473318.1, WP_164473319.1, WP_124786175.1				
N0.HOG0001266	OG0001209	-	WP_124786190.1	WP_152063057.1	WP_102338501.1		
N0.HOG0001267	OG0001210	-	WP_124786192.1	WP_193221186.1	WP_234346355.1		
N0.HOG0001268	OG0001211	-	WP_124786203.1	WP_152063037.1	WP_102337379.1		
N0.HOG0001269	OG0001212	-	WP_124786221.1	WP_152063249.1	WP_102337536.1		
N0.HOG0001270	OG0001213	-	WP_124786226.1, WP_206428075.1			WP_042435541.1	
N0.HOG0001271	OG0001214	-	WP_124786230.1	WP_152063070.1	WP_102337415.1		
N0.HOG0001272	OG0001215	-	WP_124786244.1			WP_042432489.1	WP_236648245.1
N0.HOG0001273	OG0001216	-	WP_124786275.1	WP_152063274.1	WP_102337572.1		
N0.HOG0001274	OG0001217	-	WP_124786285.1			WP_042434047.1	WP_129422934.1
N0.HOG0001275	OG0001218	-	WP_124786286.1			WP_042432435.1	WP_129423662.1
N0.HOG0001276	OG0001219	-	WP_124786296.1			WP_081469058.1	WP_129425558.1
N0.HOG0001277	OG0001220	-	WP_124786299.1			WP_042434060.1	WP_129422931.1
N0.HOG0001278	OG0001221	-	WP_124786301.1	WP_006722431.1			WP_129423239.1
N0.HOG0001279	OG0001222	-	WP_124786306.1	WP_152063826.1	WP_102337596.1		
N0.HOG0001280	OG0001223	-	WP_124786328.1	WP_152063310.1	WP_102337638.1		
N0.HOG0001281	OG0001224	-	WP_124786332.1	WP_152062972.1	WP_102337323.1		
N0.HOG0001282	OG0001225	-	WP_124786352.1			WP_042434164.1	WP_129422891.1
N0.HOG0001283	OG0001226	-	WP_124786362.1	WP_152062928.1	WP_102337661.1		
N0.HOG0001284	OG0001227	-	WP_124786372.1	WP_152062851.1	WP_102338443.1		
N0.HOG0001285	OG0001228	-	WP_124786380.1			WP_042432739.1	WP_161566588.1
N0.HOG0001286	OG0001229	-	WP_124786381.1			WP_202898039.1	WP_129423252.1
N0.HOG0001287	OG0001230	-	WP_124786382.1			WP_042432742.1	WP_129423253.1
N0.HOG0001288	OG0001231	-	WP_124786396.1	WP_226803346.1	WP_234346351.1		
N0.HOG0001289	OG0001232	-	WP_124786398.1	WP_118271943.1	WP_102338476.1		
N0.HOG0001290	OG0001233	-	WP_124786400.1	WP_118271942.1	WP_102338472.1		
N0.HOG0001291	OG0001234	-	WP_124786404.1	WP_152063647.1	WP_102338453.1		
N0.HOG0001292	OG0001235	-	WP_124786407.1			WP_042432130.1	WP_129423411.1
N0.HOG0001293	OG0001236	-	WP_124786408.1	WP_152063770.1	WP_234346330.1		
N0.HOG0001294	OG0001237	-	WP_124786416.1			WP_042434739.1	WP_129424188.1
N0.HOG0001295	OG0001238	-	WP_124786417.1			WP_042434733.1	WP_129424192.1
N0.HOG0001296	OG0001239	-	WP_124786422.1			WP_081469023.1	WP_201738740.1
N0.HOG0001297	OG0001240	-	WP_124786423.1			WP_042435804.1	WP_236648287.1
N0.HOG0001298	OG0001241	-	WP_124786426.1			WP_042433210.1	WP_075843486.1
N0.HOG0001299	OG0001242	-	WP_124786430.1	WP_006723821.1	WP_102338039.1		
N0.HOG0001300	OG0001243	-	WP_124786431.1	WP_152063375.1	WP_102337277.1		
N0.HOG0001301	OG0001244	-	WP_124786434.1			WP_042433053.1	WP_129424729.1
N0.HOG0001302	OG0001245	-	WP_124786435.1			WP_052297773.1	WP_129425840.1
N0.HOG0001303	OG0001246	-	WP_124786447.1	WP_152062861.1	WP_234346344.1		
N0.HOG0001304	OG0001247	-	WP_124786448.1			WP_042435424.1	WP_129425610.1
N0.HOG0001305	OG0001248	-	WP_124786449.1	WP_152063641.1	WP_234346122.1		
N0.HOG0001306	OG0001249	-	WP_124786460.1	WP_152063659.1		WP_202898075.1	
N0.HOG0001307	OG0001250	-	WP_124786475.1	WP_226803364.1	WP_234346373.1		
N0.HOG0001308	OG0001251	-	WP_124786476.1	WP_152063767.1	WP_102338345.1		
N0.HOG0001309	OG0001252	-	WP_124786481.1	WP_226803361.1	WP_234346220.1		
N0.HOG0001310	OG0001253	-	WP_124786482.1	WP_152063663.1	WP_102337896.1		
N0.HOG0001311	OG0001254	-	WP_124786484.1			WP_042434908.1	WP_129424044.1
N0.HOG0001312	OG0001255	-	WP_124786488.1			WP_052297745.1	WP_129426071.1
N0.HOG0001313	OG0001256	-	WP_124786491.1			WP_042436844.1	WP_129423890.1
N0.HOG0001314	OG0001257	-	WP_124786505.1	WP_152063832.1	WP_102338331.1		
N0.HOG0001315	OG0001258	-	WP_124786508.1	WP_118272365.1	WP_102338330.1		
N0.HOG0001316	OG0001259	-	WP_124786538.1	WP_152063772.1	WP_102338378.1		
N0.HOG0001317	OG0001260	-	WP_124786545.1	WP_152063784.1	WP_102337947.1		
N0.HOG0001318	OG0001261	-	WP_124786557.1		WP_102337618.1, WP_102337929.1		
N0.HOG0001319	OG0001262	-	WP_124786562.1			WP_042434005.1	WP_129422943.1
N0.HOG0001320	OG0001263	-	WP_124786563.1			WP_042434549.1	WP_129424360.1
N0.HOG0001321	OG0001264	-	WP_124786565.1			WP_042432817.1	WP_129423222.1
N0.HOG0001322	OG0001265	-	WP_124786566.1			WP_042432811.1	WP_129423224.1
N0.HOG0001323	OG0001266	-	WP_124786567.1			WP_042432809.1	WP_129423225.1
N0.HOG0001324	OG0001267	-	WP_124786568.1			WP_042432807.1	WP_129423226.1
N0.HOG0001325	OG0001268	-	WP_124786570.1			WP_238318245.1	WP_129423228.1
N0.HOG0001326	OG0001269	-	WP_124786571.1			WP_238318244.1	WP_129423229.1
N0.HOG0001327	OG0001270	-	WP_124786577.1	WP_152062922.1	WP_102337678.1		
N0.HOG0001328	OG0001271	-	WP_124786578.1	WP_226803189.1	WP_102337667.1		
N0.HOG0001329	OG0001272	-	WP_124786579.1	WP_152062924.1	WP_234346191.1		
N0.HOG0001330	OG0001273	-	WP_124786606.1	WP_226803268.1	WP_234346132.1		
N0.HOG0001331	OG0001274	-	WP_124786647.1	WP_152062724.1	WP_102338212.1		
N0.HOG0001332	OG0001275	-	WP_124786653.1			WP_042432078.1	WP_129423715.1
N0.HOG0001333	OG0001276	-	WP_124786654.1	WP_152062754.1	WP_102338583.1		
N0.HOG0001334	OG0001277	-	WP_124786662.1	WP_152063460.1	WP_102338125.1		
N0.HOG0001335	OG0001278	-	WP_124786663.1	WP_152063459.1	WP_102338126.1		
N0.HOG0001336	OG0001279	-	WP_124786665.1	WP_226803303.1	WP_159060065.1		
N0.HOG0001337	OG0001280	-	WP_124786670.1	WP_152063454.1	WP_102338131.1		
N0.HOG0001338	OG0001281	-	WP_147330254.1				WP_161566688.1, WP_129425377.1
N0.HOG0001339	OG0001282	-	WP_158551271.1	WP_152063190.1	WP_159060020.1		
N0.HOG0001340	OG0001283	-	WP_158551631.1			WP_042432481.1	WP_129423378.1
N0.HOG0001341	OG0001284	-	WP_158565721.1	WP_152063666.1	WP_102337887.1		
N0.HOG0001342	OG0001285	-	WP_161194465.1			WP_042433010.1	WP_129424711.1
N0.HOG0001343	OG0001286	-	WP_164473268.1			WP_042435822.1	WP_129424423.1
N0.HOG0001344	OG0001287	-	WP_164473272.1			WP_042434313.1	WP_236648218.1
N0.HOG0001345	OG0001288	-	WP_164473284.1	WP_193221167.1, WP_226803293.1			
N0.HOG0001346	OG0001289	-	WP_164473286.1	WP_226803274.1	WP_102337682.1		
N0.HOG0001347	OG0001290	-	WP_164473295.1	WP_193221151.1		WP_042436069.1	
N0.HOG0001348	OG0001291	-	WP_164473297.1	WP_006722686.1	WP_102337435.1		
N0.HOG0001349	OG0001292	-	WP_164473301.1	WP_152063053.1	WP_102338500.1		
N0.HOG0001350	OG0001293	-	WP_164473311.1			WP_042434775.1	WP_129424158.1
N0.HOG0001351	OG0001294	-	WP_164473317.1	WP_152063775.1	WP_199824865.1		
N0.HOG0001352	OG0001295	-	WP_164473331.1	WP_006723865.1	WP_102338226.1		
N0.HOG0001353	OG0001296	-	WP_164473334.1	WP_152063561.1	WP_102337976.1		
N0.HOG0001354	OG0001297	-	WP_164473335.1			WP_042432806.1	WP_129423227.1
N0.HOG0001355	OG0001298	-	WP_164473341.1	WP_226803312.1	WP_102338148.1		
N0.HOG0001356	OG0001299	-	WP_172622418.1	WP_152062826.1	WP_102337254.1		
N0.HOG0001357	OG0001300	-	WP_206428077.1			WP_042434049.1	WP_129422933.1
N0.HOG0001358	OG0001301	-	WP_206428080.1			WP_042434067.1	WP_129422929.1
N0.HOG0001359	OG0001302	-	WP_206428085.1			WP_042434162.1	WP_129422892.1
N0.HOG0001360	OG0001303	-	WP_206428086.1	WP_152062827.1	WP_102337255.1		
N0.HOG0001361	OG0001304	-	WP_206428091.1			WP_042432353.1	WP_129423578.1
N0.HOG0001362	OG0001305	-	WP_206428117.1	WP_193221142.1	WP_102337687.1		
N0.HOG0001363	OG0001306	-	WP_206428121.1	WP_193221170.1	WP_199824824.1		
N0.HOG0001364	OG0001307	-	WP_225093307.1			WP_042434736.1	WP_129424190.1
N0.HOG0001365	OG0001308	-	WP_231500759.1	WP_226803156.1	WP_234346303.1		
N0.HOG0001366	OG0001309	-	WP_231500791.1			WP_081468941.1	WP_129424438.1
N0.HOG0001367	OG0001310	-	WP_231500841.1	WP_152063343.1			WP_129425391.1
N0.HOG0001368	OG0001311	-	WP_233503061.1	WP_152063766.1	WP_102338346.1		
